  NumNodes: 19717
  NumEdges: 88651
  NumFeats: 500
  NumClasses: 3
  NumTrainingSamples: 60
  NumValidationSamples: 500
  NumTestSamples: 1000
Done loading data from cached files.
Dataset: pubmed | #Nodes: 19717 | #Edges: 108365 | #Classes: 3 |#Features: 500
Epoch 00151 | Loss(train) 0.5032 | Acc(train) 0.8435 | Acc(val) 0.8590 |
Epoch 00152 | Loss(train) 0.4977 | Acc(train) 0.8395 | Acc(val) 0.8575 |
Epoch 00153 | Loss(train) 0.5007 | Acc(train) 0.8425 | Acc(val) 0.8575 |
Epoch 00154 | Loss(train) 0.4973 | Acc(train) 0.8448 | Acc(val) 0.8585 |
Epoch 00155 | Loss(train) 0.4980 | Acc(train) 0.8415 | Acc(val) 0.8580 |
Epoch 00156 | Loss(train) 0.5021 | Acc(train) 0.8390 | Acc(val) 0.8585 |
Epoch 00157 | Loss(train) 0.4954 | Acc(train) 0.8392 | Acc(val) 0.8570 |
Epoch 00158 | Loss(train) 0.4932 | Acc(train) 0.8402 | Acc(val) 0.8575 |
Epoch 00159 | Loss(train) 0.5000 | Acc(train) 0.8463 | Acc(val) 0.8595 |
Epoch 00160 | Loss(train) 0.4929 | Acc(train) 0.8466 | Acc(val) 0.8605 |
Epoch 00161 | Loss(train) 0.4914 | Acc(train) 0.8478 | Acc(val) 0.8605 |
Epoch 00162 | Loss(train) 0.4944 | Acc(train) 0.8463 | Acc(val) 0.8631 |*
Epoch 00163 | Loss(train) 0.4912 | Acc(train) 0.8407 | Acc(val) 0.8616 |
Epoch 00164 | Loss(train) 0.4946 | Acc(train) 0.8488 | Acc(val) 0.8600 |
Epoch 00165 | Loss(train) 0.4886 | Acc(train) 0.8478 | Acc(val) 0.8580 |
Epoch 00166 | Loss(train) 0.4842 | Acc(train) 0.8483 | Acc(val) 0.8590 |
Epoch 00167 | Loss(train) 0.4896 | Acc(train) 0.8412 | Acc(val) 0.8626 |
Epoch 00168 | Loss(train) 0.4813 | Acc(train) 0.8392 | Acc(val) 0.8626 |
Epoch 00169 | Loss(train) 0.4782 | Acc(train) 0.8547 | Acc(val) 0.8631 |
Epoch 00170 | Loss(train) 0.4896 | Acc(train) 0.8547 | Acc(val) 0.8646 |*
Epoch 00171 | Loss(train) 0.4865 | Acc(train) 0.8481 | Acc(val) 0.8595 |
Epoch 00172 | Loss(train) 0.4802 | Acc(train) 0.8473 | Acc(val) 0.8595 |
Epoch 00173 | Loss(train) 0.4785 | Acc(train) 0.8461 | Acc(val) 0.8626 |
Epoch 00174 | Loss(train) 0.4905 | Acc(train) 0.8496 | Acc(val) 0.8646 |
Epoch 00175 | Loss(train) 0.4779 | Acc(train) 0.8466 | Acc(val) 0.8661 |*
Epoch 00176 | Loss(train) 0.4843 | Acc(train) 0.8478 | Acc(val) 0.8636 |
Epoch 00177 | Loss(train) 0.4766 | Acc(train) 0.8478 | Acc(val) 0.8631 |
Epoch 00178 | Loss(train) 0.4842 | Acc(train) 0.8455 | Acc(val) 0.8651 |
Epoch 00179 | Loss(train) 0.4820 | Acc(train) 0.8486 | Acc(val) 0.8641 |
Epoch 00180 | Loss(train) 0.4818 | Acc(train) 0.8481 | Acc(val) 0.8641 |
Epoch 00181 | Loss(train) 0.4751 | Acc(train) 0.8486 | Acc(val) 0.8656 |
Epoch 00182 | Loss(train) 0.4829 | Acc(train) 0.8435 | Acc(val) 0.8661 |
Epoch 00183 | Loss(train) 0.4808 | Acc(train) 0.8468 | Acc(val) 0.8641 |
Epoch 00184 | Loss(train) 0.4775 | Acc(train) 0.8453 | Acc(val) 0.8646 |
Epoch 00185 | Loss(train) 0.4787 | Acc(train) 0.8494 | Acc(val) 0.8656 |
Epoch 00186 | Loss(train) 0.4754 | Acc(train) 0.8504 | Acc(val) 0.8641 |
Epoch 00187 | Loss(train) 0.4819 | Acc(train) 0.8537 | Acc(val) 0.8641 |
Epoch 00188 | Loss(train) 0.4806 | Acc(train) 0.8488 | Acc(val) 0.8646 |
Epoch 00189 | Loss(train) 0.4806 | Acc(train) 0.8473 | Acc(val) 0.8646 |
Epoch 00190 | Loss(train) 0.4684 | Acc(train) 0.8486 | Acc(val) 0.8656 |
Epoch 00191 | Loss(train) 0.4742 | Acc(train) 0.8519 | Acc(val) 0.8636 |
Epoch 00192 | Loss(train) 0.4712 | Acc(train) 0.8463 | Acc(val) 0.8646 |
Epoch 00193 | Loss(train) 0.4707 | Acc(train) 0.8473 | Acc(val) 0.8651 |
Epoch 00194 | Loss(train) 0.4666 | Acc(train) 0.8554 | Acc(val) 0.8661 |
Epoch 00195 | Loss(train) 0.4680 | Acc(train) 0.8537 | Acc(val) 0.8651 |
Epoch 00196 | Loss(train) 0.4699 | Acc(train) 0.8488 | Acc(val) 0.8641 |
Epoch 00197 | Loss(train) 0.4710 | Acc(train) 0.8524 | Acc(val) 0.8646 |
Epoch 00198 | Loss(train) 0.4745 | Acc(train) 0.8516 | Acc(val) 0.8646 |
Epoch 00199 | Loss(train) 0.4659 | Acc(train) 0.8549 | Acc(val) 0.8671 |*
Epoch 00200 | Loss(train) 0.4771 | Acc(train) 0.8466 | Acc(val) 0.8676 |*
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 32}, gnn={'type': 'gcn', 'num_layer': 2, 'hid_dim': 16, 'dropout': 0.5, 'norm': None, 'in_dim': 500, 'out_dim': 3}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.0005, 'patience': None})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 105.30 MB
GPU Memory Reserved: 170.00 MB
Exp 7/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 1.0979 | Acc(train) 0.4240 | Acc(val) 0.5406 |*
Epoch 00002 | Loss(train) 1.0884 | Acc(train) 0.4989 | Acc(val) 0.5710 |*
Epoch 00003 | Loss(train) 1.0790 | Acc(train) 0.5176 | Acc(val) 0.5974 |*
Epoch 00004 | Loss(train) 1.0687 | Acc(train) 0.5323 | Acc(val) 0.6009 |*
Epoch 00005 | Loss(train) 1.0596 | Acc(train) 0.5252 | Acc(val) 0.6126 |*
Epoch 00006 | Loss(train) 1.0501 | Acc(train) 0.5379 | Acc(val) 0.6313 |*
Epoch 00007 | Loss(train) 1.0409 | Acc(train) 0.5496 | Acc(val) 0.6521 |*
Epoch 00008 | Loss(train) 1.0330 | Acc(train) 0.5590 | Acc(val) 0.6562 |*
Epoch 00009 | Loss(train) 1.0244 | Acc(train) 0.5526 | Acc(val) 0.6668 |*
Epoch 00010 | Loss(train) 1.0177 | Acc(train) 0.5554 | Acc(val) 0.6699 |*
Epoch 00011 | Loss(train) 1.0110 | Acc(train) 0.5572 | Acc(val) 0.6694 |
Epoch 00012 | Loss(train) 1.0044 | Acc(train) 0.5628 | Acc(val) 0.6699 |
Epoch 00013 | Loss(train) 0.9986 | Acc(train) 0.5635 | Acc(val) 0.6704 |*
Epoch 00014 | Loss(train) 0.9891 | Acc(train) 0.5689 | Acc(val) 0.6714 |*
Epoch 00015 | Loss(train) 0.9825 | Acc(train) 0.5704 | Acc(val) 0.6749 |*
Epoch 00016 | Loss(train) 0.9714 | Acc(train) 0.5874 | Acc(val) 0.6749 |
Epoch 00017 | Loss(train) 0.9639 | Acc(train) 0.5891 | Acc(val) 0.6729 |
Epoch 00018 | Loss(train) 0.9555 | Acc(train) 0.5947 | Acc(val) 0.6714 |
Epoch 00019 | Loss(train) 0.9473 | Acc(train) 0.6006 | Acc(val) 0.6805 |*
Epoch 00020 | Loss(train) 0.9370 | Acc(train) 0.6153 | Acc(val) 0.6993 |*
Epoch 00021 | Loss(train) 0.9295 | Acc(train) 0.6292 | Acc(val) 0.7181 |*
Epoch 00022 | Loss(train) 0.9190 | Acc(train) 0.6495 | Acc(val) 0.7338 |*
Epoch 00023 | Loss(train) 0.9121 | Acc(train) 0.6685 | Acc(val) 0.7485 |*
Epoch 00024 | Loss(train) 0.8998 | Acc(train) 0.6802 | Acc(val) 0.7581 |*
Epoch 00025 | Loss(train) 0.8948 | Acc(train) 0.6820 | Acc(val) 0.7642 |*
Epoch 00026 | Loss(train) 0.8830 | Acc(train) 0.6924 | Acc(val) 0.7708 |*
Epoch 00027 | Loss(train) 0.8777 | Acc(train) 0.6896 | Acc(val) 0.7774 |*
Epoch 00028 | Loss(train) 0.8704 | Acc(train) 0.7020 | Acc(val) 0.7825 |*
Epoch 00029 | Loss(train) 0.8576 | Acc(train) 0.6949 | Acc(val) 0.7885 |*
Epoch 00030 | Loss(train) 0.8484 | Acc(train) 0.7094 | Acc(val) 0.7921 |*
Epoch 00031 | Loss(train) 0.8372 | Acc(train) 0.7091 | Acc(val) 0.7967 |*
Epoch 00032 | Loss(train) 0.8308 | Acc(train) 0.7147 | Acc(val) 0.7982 |*
Epoch 00033 | Loss(train) 0.8166 | Acc(train) 0.7213 | Acc(val) 0.8012 |*
Epoch 00034 | Loss(train) 0.8096 | Acc(train) 0.7269 | Acc(val) 0.8002 |
Epoch 00035 | Loss(train) 0.8008 | Acc(train) 0.7395 | Acc(val) 0.8017 |*
Epoch 00036 | Loss(train) 0.7909 | Acc(train) 0.7466 | Acc(val) 0.8048 |*
Epoch 00037 | Loss(train) 0.7852 | Acc(train) 0.7403 | Acc(val) 0.8083 |*
Epoch 00038 | Loss(train) 0.7730 | Acc(train) 0.7504 | Acc(val) 0.8103 |*
Epoch 00039 | Loss(train) 0.7719 | Acc(train) 0.7423 | Acc(val) 0.8124 |*
Epoch 00040 | Loss(train) 0.7609 | Acc(train) 0.7454 | Acc(val) 0.8124 |
Epoch 00041 | Loss(train) 0.7551 | Acc(train) 0.7423 | Acc(val) 0.8144 |*
Epoch 00042 | Loss(train) 0.7482 | Acc(train) 0.7512 | Acc(val) 0.8149 |*
Epoch 00043 | Loss(train) 0.7385 | Acc(train) 0.7644 | Acc(val) 0.8159 |*
Epoch 00044 | Loss(train) 0.7265 | Acc(train) 0.7679 | Acc(val) 0.8154 |
Epoch 00045 | Loss(train) 0.7185 | Acc(train) 0.7705 | Acc(val) 0.8149 |
Epoch 00046 | Loss(train) 0.7202 | Acc(train) 0.7646 | Acc(val) 0.8149 |
Epoch 00047 | Loss(train) 0.7078 | Acc(train) 0.7692 | Acc(val) 0.8144 |
Epoch 00048 | Loss(train) 0.7015 | Acc(train) 0.7667 | Acc(val) 0.8169 |*
Epoch 00049 | Loss(train) 0.6998 | Acc(train) 0.7646 | Acc(val) 0.8195 |*
Epoch 00050 | Loss(train) 0.6910 | Acc(train) 0.7753 | Acc(val) 0.8245 |*
Epoch 00051 | Loss(train) 0.6840 | Acc(train) 0.7738 | Acc(val) 0.8271 |*
Epoch 00052 | Loss(train) 0.6780 | Acc(train) 0.7839 | Acc(val) 0.8276 |*
Epoch 00053 | Loss(train) 0.6701 | Acc(train) 0.7865 | Acc(val) 0.8266 |
Epoch 00054 | Loss(train) 0.6696 | Acc(train) 0.7900 | Acc(val) 0.8281 |*
Epoch 00055 | Loss(train) 0.6648 | Acc(train) 0.7847 | Acc(val) 0.8291 |*
Epoch 00056 | Loss(train) 0.6617 | Acc(train) 0.7811 | Acc(val) 0.8306 |*
Epoch 00057 | Loss(train) 0.6578 | Acc(train) 0.7827 | Acc(val) 0.8311 |*
Epoch 00058 | Loss(train) 0.6513 | Acc(train) 0.7827 | Acc(val) 0.8327 |*
Epoch 00059 | Loss(train) 0.6465 | Acc(train) 0.7887 | Acc(val) 0.8327 |
Epoch 00060 | Loss(train) 0.6438 | Acc(train) 0.7905 | Acc(val) 0.8352 |*
Epoch 00061 | Loss(train) 0.6347 | Acc(train) 0.7989 | Acc(val) 0.8352 |
Epoch 00062 | Loss(train) 0.6394 | Acc(train) 0.7928 | Acc(val) 0.8382 |*
Epoch 00063 | Loss(train) 0.6327 | Acc(train) 0.7974 | Acc(val) 0.8382 |
Epoch 00064 | Loss(train) 0.6269 | Acc(train) 0.8032 | Acc(val) 0.8382 |
Epoch 00065 | Loss(train) 0.6273 | Acc(train) 0.7953 | Acc(val) 0.8367 |
Epoch 00066 | Loss(train) 0.6165 | Acc(train) 0.8019 | Acc(val) 0.8387 |*
Epoch 00067 | Loss(train) 0.6155 | Acc(train) 0.7984 | Acc(val) 0.8413 |*
Epoch 00068 | Loss(train) 0.6128 | Acc(train) 0.8045 | Acc(val) 0.8382 |
Epoch 00069 | Loss(train) 0.6088 | Acc(train) 0.8050 | Acc(val) 0.8413 |
Epoch 00070 | Loss(train) 0.6031 | Acc(train) 0.8090 | Acc(val) 0.8413 |
Epoch 00071 | Loss(train) 0.6022 | Acc(train) 0.8032 | Acc(val) 0.8413 |
Epoch 00072 | Loss(train) 0.6000 | Acc(train) 0.8088 | Acc(val) 0.8403 |
Epoch 00073 | Loss(train) 0.5913 | Acc(train) 0.8121 | Acc(val) 0.8408 |
Epoch 00074 | Loss(train) 0.5905 | Acc(train) 0.8080 | Acc(val) 0.8418 |*
Epoch 00075 | Loss(train) 0.5832 | Acc(train) 0.8126 | Acc(val) 0.8423 |*
Epoch 00076 | Loss(train) 0.5869 | Acc(train) 0.8136 | Acc(val) 0.8418 |
Epoch 00077 | Loss(train) 0.5905 | Acc(train) 0.8128 | Acc(val) 0.8428 |*
Epoch 00078 | Loss(train) 0.5811 | Acc(train) 0.8161 | Acc(val) 0.8438 |*
Epoch 00079 | Loss(train) 0.5775 | Acc(train) 0.8197 | Acc(val) 0.8433 |
Epoch 00080 | Loss(train) 0.5738 | Acc(train) 0.8151 | Acc(val) 0.8428 |
Epoch 00081 | Loss(train) 0.5717 | Acc(train) 0.8156 | Acc(val) 0.8438 |
Epoch 00082 | Loss(train) 0.5762 | Acc(train) 0.8192 | Acc(val) 0.8443 |*
Epoch 00083 | Loss(train) 0.5674 | Acc(train) 0.8169 | Acc(val) 0.8453 |*
Epoch 00084 | Loss(train) 0.5692 | Acc(train) 0.8187 | Acc(val) 0.8428 |
Epoch 00085 | Loss(train) 0.5618 | Acc(train) 0.8265 | Acc(val) 0.8443 |
Epoch 00086 | Loss(train) 0.5567 | Acc(train) 0.8273 | Acc(val) 0.8474 |*
Epoch 00087 | Loss(train) 0.5604 | Acc(train) 0.8192 | Acc(val) 0.8448 |
Epoch 00088 | Loss(train) 0.5560 | Acc(train) 0.8293 | Acc(val) 0.8443 |
Epoch 00089 | Loss(train) 0.5568 | Acc(train) 0.8293 | Acc(val) 0.8448 |
Epoch 00090 | Loss(train) 0.5539 | Acc(train) 0.8316 | Acc(val) 0.8453 |
Epoch 00091 | Loss(train) 0.5522 | Acc(train) 0.8250 | Acc(val) 0.8453 |
Epoch 00092 | Loss(train) 0.5514 | Acc(train) 0.8258 | Acc(val) 0.8463 |
Epoch 00093 | Loss(train) 0.5469 | Acc(train) 0.8245 | Acc(val) 0.8484 |*
Epoch 00094 | Loss(train) 0.5450 | Acc(train) 0.8283 | Acc(val) 0.8534 |*
Epoch 00095 | Loss(train) 0.5501 | Acc(train) 0.8255 | Acc(val) 0.8519 |
Epoch 00096 | Loss(train) 0.5481 | Acc(train) 0.8288 | Acc(val) 0.8479 |
Epoch 00097 | Loss(train) 0.5380 | Acc(train) 0.8336 | Acc(val) 0.8474 |
Epoch 00098 | Loss(train) 0.5388 | Acc(train) 0.8263 | Acc(val) 0.8479 |
Epoch 00099 | Loss(train) 0.5341 | Acc(train) 0.8291 | Acc(val) 0.8504 |
Epoch 00100 | Loss(train) 0.5405 | Acc(train) 0.8359 | Acc(val) 0.8529 |
Epoch 00101 | Loss(train) 0.5351 | Acc(train) 0.8253 | Acc(val) 0.8534 |
Epoch 00102 | Loss(train) 0.5319 | Acc(train) 0.8288 | Acc(val) 0.8545 |*
Epoch 00103 | Loss(train) 0.5331 | Acc(train) 0.8270 | Acc(val) 0.8529 |
Epoch 00104 | Loss(train) 0.5317 | Acc(train) 0.8283 | Acc(val) 0.8524 |
Epoch 00105 | Loss(train) 0.5214 | Acc(train) 0.8420 | Acc(val) 0.8524 |
Epoch 00106 | Loss(train) 0.5263 | Acc(train) 0.8367 | Acc(val) 0.8534 |
Epoch 00107 | Loss(train) 0.5202 | Acc(train) 0.8410 | Acc(val) 0.8540 |
Epoch 00108 | Loss(train) 0.5226 | Acc(train) 0.8412 | Acc(val) 0.8545 |
Epoch 00109 | Loss(train) 0.5269 | Acc(train) 0.8298 | Acc(val) 0.8540 |
Epoch 00110 | Loss(train) 0.5152 | Acc(train) 0.8364 | Acc(val) 0.8534 |
Epoch 00111 | Loss(train) 0.5204 | Acc(train) 0.8410 | Acc(val) 0.8529 |
Epoch 00112 | Loss(train) 0.5229 | Acc(train) 0.8321 | Acc(val) 0.8529 |
Epoch 00113 | Loss(train) 0.5205 | Acc(train) 0.8331 | Acc(val) 0.8545 |
Epoch 00114 | Loss(train) 0.5125 | Acc(train) 0.8402 | Acc(val) 0.8534 |
Epoch 00115 | Loss(train) 0.5148 | Acc(train) 0.8364 | Acc(val) 0.8545 |
Epoch 00116 | Loss(train) 0.5137 | Acc(train) 0.8387 | Acc(val) 0.8545 |
Epoch 00117 | Loss(train) 0.5135 | Acc(train) 0.8331 | Acc(val) 0.8534 |
Epoch 00118 | Loss(train) 0.5105 | Acc(train) 0.8346 | Acc(val) 0.8534 |
Epoch 00119 | Loss(train) 0.5175 | Acc(train) 0.8362 | Acc(val) 0.8529 |
Epoch 00120 | Loss(train) 0.5125 | Acc(train) 0.8377 | Acc(val) 0.8534 |
Epoch 00121 | Loss(train) 0.5092 | Acc(train) 0.8410 | Acc(val) 0.8545 |
Epoch 00122 | Loss(train) 0.5039 | Acc(train) 0.8435 | Acc(val) 0.8555 |*
Epoch 00123 | Loss(train) 0.5075 | Acc(train) 0.8483 | Acc(val) 0.8570 |*
Epoch 00124 | Loss(train) 0.5064 | Acc(train) 0.8344 | Acc(val) 0.8540 |
Epoch 00125 | Loss(train) 0.5035 | Acc(train) 0.8433 | Acc(val) 0.8529 |
Epoch 00126 | Loss(train) 0.4957 | Acc(train) 0.8400 | Acc(val) 0.8545 |
Epoch 00127 | Loss(train) 0.5008 | Acc(train) 0.8392 | Acc(val) 0.8570 |
Epoch 00128 | Loss(train) 0.5005 | Acc(train) 0.8415 | Acc(val) 0.8575 |*
Epoch 00129 | Loss(train) 0.5001 | Acc(train) 0.8433 | Acc(val) 0.8565 |
Epoch 00130 | Loss(train) 0.5011 | Acc(train) 0.8395 | Acc(val) 0.8550 |
Epoch 00131 | Loss(train) 0.4928 | Acc(train) 0.8420 | Acc(val) 0.8540 |
Epoch 00132 | Loss(train) 0.4991 | Acc(train) 0.8359 | Acc(val) 0.8534 |
Epoch 00133 | Loss(train) 0.4897 | Acc(train) 0.8455 | Acc(val) 0.8565 |
Epoch 00134 | Loss(train) 0.4969 | Acc(train) 0.8420 | Acc(val) 0.8585 |*
Epoch 00135 | Loss(train) 0.4926 | Acc(train) 0.8445 | Acc(val) 0.8570 |
Epoch 00136 | Loss(train) 0.4943 | Acc(train) 0.8468 | Acc(val) 0.8560 |
Epoch 00137 | Loss(train) 0.4922 | Acc(train) 0.8455 | Acc(val) 0.8540 |
Epoch 00138 | Loss(train) 0.4850 | Acc(train) 0.8438 | Acc(val) 0.8550 |
Epoch 00139 | Loss(train) 0.4915 | Acc(train) 0.8412 | Acc(val) 0.8565 |
Epoch 00140 | Loss(train) 0.4930 | Acc(train) 0.8428 | Acc(val) 0.8570 |
Epoch 00141 | Loss(train) 0.4938 | Acc(train) 0.8420 | Acc(val) 0.8560 |
Epoch 00142 | Loss(train) 0.4884 | Acc(train) 0.8392 | Acc(val) 0.8560 |
Epoch 00143 | Loss(train) 0.4879 | Acc(train) 0.8448 | Acc(val) 0.8565 |
Epoch 00144 | Loss(train) 0.4918 | Acc(train) 0.8488 | Acc(val) 0.8570 |
Epoch 00145 | Loss(train) 0.4805 | Acc(train) 0.8445 | Acc(val) 0.8570 |
Epoch 00146 | Loss(train) 0.4886 | Acc(train) 0.8430 | Acc(val) 0.8565 |
Epoch 00147 | Loss(train) 0.4836 | Acc(train) 0.8461 | Acc(val) 0.8585 |
Epoch 00148 | Loss(train) 0.4828 | Acc(train) 0.8433 | Acc(val) 0.8570 |
Epoch 00149 | Loss(train) 0.4806 | Acc(train) 0.8471 | Acc(val) 0.8570 |
Epoch 00150 | Loss(train) 0.4846 | Acc(train) 0.8499 | Acc(val) 0.8555 |
Epoch 00151 | Loss(train) 0.4828 | Acc(train) 0.8415 | Acc(val) 0.8550 |
Epoch 00152 | Loss(train) 0.4785 | Acc(train) 0.8521 | Acc(val) 0.8605 |*
Epoch 00153 | Loss(train) 0.4801 | Acc(train) 0.8494 | Acc(val) 0.8605 |
Epoch 00154 | Loss(train) 0.4779 | Acc(train) 0.8481 | Acc(val) 0.8580 |
Epoch 00155 | Loss(train) 0.4768 | Acc(train) 0.8562 | Acc(val) 0.8550 |
Epoch 00156 | Loss(train) 0.4807 | Acc(train) 0.8390 | Acc(val) 0.8565 |
Epoch 00157 | Loss(train) 0.4774 | Acc(train) 0.8423 | Acc(val) 0.8590 |
Epoch 00158 | Loss(train) 0.4773 | Acc(train) 0.8478 | Acc(val) 0.8585 |
Epoch 00159 | Loss(train) 0.4742 | Acc(train) 0.8499 | Acc(val) 0.8590 |
Epoch 00160 | Loss(train) 0.4803 | Acc(train) 0.8468 | Acc(val) 0.8600 |
Epoch 00161 | Loss(train) 0.4750 | Acc(train) 0.8524 | Acc(val) 0.8565 |
Epoch 00162 | Loss(train) 0.4730 | Acc(train) 0.8514 | Acc(val) 0.8534 |
Epoch 00163 | Loss(train) 0.4759 | Acc(train) 0.8415 | Acc(val) 0.8560 |
Epoch 00164 | Loss(train) 0.4830 | Acc(train) 0.8425 | Acc(val) 0.8585 |
Epoch 00165 | Loss(train) 0.4697 | Acc(train) 0.8552 | Acc(val) 0.8590 |
Epoch 00166 | Loss(train) 0.4680 | Acc(train) 0.8542 | Acc(val) 0.8590 |
Epoch 00167 | Loss(train) 0.4757 | Acc(train) 0.8440 | Acc(val) 0.8590 |
Epoch 00168 | Loss(train) 0.4777 | Acc(train) 0.8483 | Acc(val) 0.8560 |
Epoch 00169 | Loss(train) 0.4664 | Acc(train) 0.8532 | Acc(val) 0.8555 |
Epoch 00170 | Loss(train) 0.4688 | Acc(train) 0.8483 | Acc(val) 0.8580 |
Epoch 00171 | Loss(train) 0.4707 | Acc(train) 0.8494 | Acc(val) 0.8590 |
Epoch 00172 | Loss(train) 0.4704 | Acc(train) 0.8461 | Acc(val) 0.8585 |
Epoch 00173 | Loss(train) 0.4660 | Acc(train) 0.8549 | Acc(val) 0.8600 |
Epoch 00174 | Loss(train) 0.4725 | Acc(train) 0.8496 | Acc(val) 0.8595 |
Epoch 00175 | Loss(train) 0.4642 | Acc(train) 0.8539 | Acc(val) 0.8585 |
Epoch 00176 | Loss(train) 0.4667 | Acc(train) 0.8514 | Acc(val) 0.8590 |
Epoch 00177 | Loss(train) 0.4660 | Acc(train) 0.8514 | Acc(val) 0.8605 |
Epoch 00178 | Loss(train) 0.4722 | Acc(train) 0.8529 | Acc(val) 0.8600 |
Epoch 00179 | Loss(train) 0.4704 | Acc(train) 0.8524 | Acc(val) 0.8590 |
Epoch 00180 | Loss(train) 0.4645 | Acc(train) 0.8544 | Acc(val) 0.8580 |
Epoch 00181 | Loss(train) 0.4603 | Acc(train) 0.8552 | Acc(val) 0.8595 |
Epoch 00182 | Loss(train) 0.4589 | Acc(train) 0.8529 | Acc(val) 0.8605 |
Epoch 00183 | Loss(train) 0.4633 | Acc(train) 0.8585 | Acc(val) 0.8585 |
Epoch 00184 | Loss(train) 0.4658 | Acc(train) 0.8453 | Acc(val) 0.8585 |
Epoch 00185 | Loss(train) 0.4670 | Acc(train) 0.8511 | Acc(val) 0.8595 |
Epoch 00186 | Loss(train) 0.4626 | Acc(train) 0.8534 | Acc(val) 0.8585 |
Epoch 00187 | Loss(train) 0.4665 | Acc(train) 0.8481 | Acc(val) 0.8595 |
Epoch 00188 | Loss(train) 0.4622 | Acc(train) 0.8511 | Acc(val) 0.8621 |*
Epoch 00189 | Loss(train) 0.4615 | Acc(train) 0.8473 | Acc(val) 0.8626 |*
Epoch 00190 | Loss(train) 0.4629 | Acc(train) 0.8491 | Acc(val) 0.8600 |
Epoch 00191 | Loss(train) 0.4591 | Acc(train) 0.8532 | Acc(val) 0.8590 |
Epoch 00192 | Loss(train) 0.4603 | Acc(train) 0.8516 | Acc(val) 0.8590 |
Epoch 00193 | Loss(train) 0.4525 | Acc(train) 0.8600 | Acc(val) 0.8600 |
Epoch 00194 | Loss(train) 0.4541 | Acc(train) 0.8519 | Acc(val) 0.8616 |
Epoch 00195 | Loss(train) 0.4580 | Acc(train) 0.8567 | Acc(val) 0.8621 |
Epoch 00196 | Loss(train) 0.4574 | Acc(train) 0.8496 | Acc(val) 0.8621 |
Epoch 00197 | Loss(train) 0.4549 | Acc(train) 0.8554 | Acc(val) 0.8611 |
Epoch 00198 | Loss(train) 0.4572 | Acc(train) 0.8514 | Acc(val) 0.8626 |
Epoch 00199 | Loss(train) 0.4515 | Acc(train) 0.8552 | Acc(val) 0.8621 |
Epoch 00200 | Loss(train) 0.4545 | Acc(train) 0.8504 | Acc(val) 0.8626 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 32}, gnn={'type': 'gcn', 'num_layer': 2, 'hid_dim': 16, 'dropout': 0.5, 'norm': None, 'in_dim': 500, 'out_dim': 3}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.0005, 'patience': None})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 105.30 MB
GPU Memory Reserved: 170.00 MB
Exp 8/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 1.0986 | Acc(train) 0.3799 | Acc(val) 0.5401 |*
Epoch 00002 | Loss(train) 1.0888 | Acc(train) 0.5004 | Acc(val) 0.5355 |
Epoch 00003 | Loss(train) 1.0790 | Acc(train) 0.5077 | Acc(val) 0.5451 |*
Epoch 00004 | Loss(train) 1.0688 | Acc(train) 0.5252 | Acc(val) 0.5735 |*
Epoch 00005 | Loss(train) 1.0592 | Acc(train) 0.5318 | Acc(val) 0.5984 |*
Epoch 00006 | Loss(train) 1.0506 | Acc(train) 0.5339 | Acc(val) 0.6166 |*
Epoch 00007 | Loss(train) 1.0410 | Acc(train) 0.5554 | Acc(val) 0.6318 |*
Epoch 00008 | Loss(train) 1.0335 | Acc(train) 0.5554 | Acc(val) 0.6405 |*
Epoch 00009 | Loss(train) 1.0267 | Acc(train) 0.5557 | Acc(val) 0.6516 |*
Epoch 00010 | Loss(train) 1.0179 | Acc(train) 0.5605 | Acc(val) 0.6567 |*
Epoch 00011 | Loss(train) 1.0107 | Acc(train) 0.5734 | Acc(val) 0.6577 |*
Epoch 00012 | Loss(train) 1.0051 | Acc(train) 0.5676 | Acc(val) 0.6572 |
Epoch 00013 | Loss(train) 0.9995 | Acc(train) 0.5607 | Acc(val) 0.6587 |*
Epoch 00014 | Loss(train) 0.9904 | Acc(train) 0.5716 | Acc(val) 0.6592 |*
Epoch 00015 | Loss(train) 0.9819 | Acc(train) 0.5881 | Acc(val) 0.6597 |*
Epoch 00016 | Loss(train) 0.9767 | Acc(train) 0.5767 | Acc(val) 0.6597 |
