  NumNodes: 2708
  NumEdges: 10556
  NumFeats: 1433
  NumClasses: 7
  NumTrainingSamples: 140
  NumValidationSamples: 500
  NumTestSamples: 1000
Done loading data from cached files.
Dataset: cora | #Nodes: 2708 | #Edges: 13264 | #Classes: 7 |#Features: 1433
Epoch 00153 | Loss(train) 0.6595 | Acc(train) 0.8669 | Acc(val) 0.8708 |
Epoch 00154 | Loss(train) 0.6493 | Acc(train) 0.8651 | Acc(val) 0.8708 |
Epoch 00155 | Loss(train) 0.6492 | Acc(train) 0.8540 | Acc(val) 0.8708 |
Epoch 00156 | Loss(train) 0.6787 | Acc(train) 0.8632 | Acc(val) 0.8782 |
Epoch 00157 | Loss(train) 0.6473 | Acc(train) 0.8688 | Acc(val) 0.8708 |
Epoch 00158 | Loss(train) 0.6446 | Acc(train) 0.8632 | Acc(val) 0.8708 |
Epoch 00159 | Loss(train) 0.6433 | Acc(train) 0.8725 | Acc(val) 0.8672 |
Epoch 00160 | Loss(train) 0.6322 | Acc(train) 0.8799 | Acc(val) 0.8708 |
Epoch 00161 | Loss(train) 0.6110 | Acc(train) 0.8799 | Acc(val) 0.8708 |
Epoch 00162 | Loss(train) 0.6493 | Acc(train) 0.8577 | Acc(val) 0.8745 |
Epoch 00163 | Loss(train) 0.6237 | Acc(train) 0.8651 | Acc(val) 0.8782 |
Epoch 00164 | Loss(train) 0.6156 | Acc(train) 0.8743 | Acc(val) 0.8745 |
Epoch 00165 | Loss(train) 0.6140 | Acc(train) 0.8558 | Acc(val) 0.8782 |
Epoch 00166 | Loss(train) 0.6552 | Acc(train) 0.8558 | Acc(val) 0.8745 |
Epoch 00167 | Loss(train) 0.5895 | Acc(train) 0.8928 | Acc(val) 0.8708 |
Epoch 00168 | Loss(train) 0.6304 | Acc(train) 0.8743 | Acc(val) 0.8782 |
Epoch 00169 | Loss(train) 0.6038 | Acc(train) 0.8743 | Acc(val) 0.8782 |
Epoch 00170 | Loss(train) 0.5988 | Acc(train) 0.8891 | Acc(val) 0.8782 |
Epoch 00171 | Loss(train) 0.6021 | Acc(train) 0.8651 | Acc(val) 0.8856 |*
Epoch 00172 | Loss(train) 0.6285 | Acc(train) 0.8540 | Acc(val) 0.8819 |
Epoch 00173 | Loss(train) 0.6038 | Acc(train) 0.8872 | Acc(val) 0.8745 |
Epoch 00174 | Loss(train) 0.6110 | Acc(train) 0.8762 | Acc(val) 0.8672 |
Epoch 00175 | Loss(train) 0.6175 | Acc(train) 0.8762 | Acc(val) 0.8672 |
Epoch 00176 | Loss(train) 0.6254 | Acc(train) 0.8577 | Acc(val) 0.8672 |
Epoch 00177 | Loss(train) 0.5898 | Acc(train) 0.8762 | Acc(val) 0.8672 |
Epoch 00178 | Loss(train) 0.6061 | Acc(train) 0.8725 | Acc(val) 0.8745 |
Epoch 00179 | Loss(train) 0.5823 | Acc(train) 0.8706 | Acc(val) 0.8782 |
Epoch 00180 | Loss(train) 0.6030 | Acc(train) 0.8762 | Acc(val) 0.8856 |
Epoch 00181 | Loss(train) 0.6006 | Acc(train) 0.8688 | Acc(val) 0.8893 |*
Epoch 00182 | Loss(train) 0.5967 | Acc(train) 0.8854 | Acc(val) 0.8893 |
Epoch 00183 | Loss(train) 0.5959 | Acc(train) 0.8780 | Acc(val) 0.8893 |
Epoch 00184 | Loss(train) 0.6043 | Acc(train) 0.8669 | Acc(val) 0.8819 |
Epoch 00185 | Loss(train) 0.5835 | Acc(train) 0.8743 | Acc(val) 0.8782 |
Epoch 00186 | Loss(train) 0.5985 | Acc(train) 0.8817 | Acc(val) 0.8745 |
Epoch 00187 | Loss(train) 0.5970 | Acc(train) 0.8688 | Acc(val) 0.8745 |
Epoch 00188 | Loss(train) 0.5623 | Acc(train) 0.8946 | Acc(val) 0.8782 |
Epoch 00189 | Loss(train) 0.5822 | Acc(train) 0.8743 | Acc(val) 0.8782 |
Epoch 00190 | Loss(train) 0.5512 | Acc(train) 0.8965 | Acc(val) 0.8819 |
Epoch 00191 | Loss(train) 0.6012 | Acc(train) 0.8799 | Acc(val) 0.8893 |
Epoch 00192 | Loss(train) 0.5640 | Acc(train) 0.8909 | Acc(val) 0.8893 |
Epoch 00193 | Loss(train) 0.5608 | Acc(train) 0.8817 | Acc(val) 0.8856 |
Epoch 00194 | Loss(train) 0.5607 | Acc(train) 0.8965 | Acc(val) 0.8819 |
Epoch 00195 | Loss(train) 0.5870 | Acc(train) 0.8651 | Acc(val) 0.8819 |
Epoch 00196 | Loss(train) 0.5810 | Acc(train) 0.8835 | Acc(val) 0.8782 |
Epoch 00197 | Loss(train) 0.5763 | Acc(train) 0.8706 | Acc(val) 0.8782 |
Epoch 00198 | Loss(train) 0.5742 | Acc(train) 0.8835 | Acc(val) 0.8782 |
Epoch 00199 | Loss(train) 0.5609 | Acc(train) 0.8891 | Acc(val) 0.8856 |
Epoch 00200 | Loss(train) 0.5477 | Acc(train) 0.8909 | Acc(val) 0.8819 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.95, 'cal_hidden_dim': 8}, gnn={'type': 'gcn', 'num_layer': 2, 'hid_dim': 16, 'dropout': 0.5, 'norm': None, 'in_dim': 1433, 'out_dim': 7}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.0005, 'patience': None})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 79.57 MB
GPU Memory Reserved: 100.00 MB
Exp 7/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 1.9453 | Acc(train) 0.2070 | Acc(val) 0.2989 |*
Epoch 00002 | Loss(train) 1.9319 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00003 | Loss(train) 1.9183 | Acc(train) 0.2828 | Acc(val) 0.2989 |
Epoch 00004 | Loss(train) 1.9056 | Acc(train) 0.2791 | Acc(val) 0.2989 |
Epoch 00005 | Loss(train) 1.8908 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00006 | Loss(train) 1.8766 | Acc(train) 0.2828 | Acc(val) 0.2989 |
Epoch 00007 | Loss(train) 1.8643 | Acc(train) 0.2828 | Acc(val) 0.2989 |
Epoch 00008 | Loss(train) 1.8526 | Acc(train) 0.2847 | Acc(val) 0.2989 |
Epoch 00009 | Loss(train) 1.8435 | Acc(train) 0.2828 | Acc(val) 0.2989 |
Epoch 00010 | Loss(train) 1.8199 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00011 | Loss(train) 1.8100 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00012 | Loss(train) 1.7952 | Acc(train) 0.2847 | Acc(val) 0.2989 |
Epoch 00013 | Loss(train) 1.7826 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00014 | Loss(train) 1.7688 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00015 | Loss(train) 1.7678 | Acc(train) 0.2828 | Acc(val) 0.2989 |
Epoch 00016 | Loss(train) 1.7531 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00017 | Loss(train) 1.7446 | Acc(train) 0.2828 | Acc(val) 0.2989 |
Epoch 00018 | Loss(train) 1.7326 | Acc(train) 0.2847 | Acc(val) 0.2989 |
Epoch 00019 | Loss(train) 1.7219 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00020 | Loss(train) 1.7079 | Acc(train) 0.2865 | Acc(val) 0.2989 |
Epoch 00021 | Loss(train) 1.6919 | Acc(train) 0.2847 | Acc(val) 0.2989 |
Epoch 00022 | Loss(train) 1.6955 | Acc(train) 0.2976 | Acc(val) 0.3026 |*
Epoch 00023 | Loss(train) 1.6610 | Acc(train) 0.3105 | Acc(val) 0.3026 |
Epoch 00024 | Loss(train) 1.6623 | Acc(train) 0.3161 | Acc(val) 0.3210 |*
Epoch 00025 | Loss(train) 1.6455 | Acc(train) 0.3383 | Acc(val) 0.3210 |
Epoch 00026 | Loss(train) 1.6263 | Acc(train) 0.3494 | Acc(val) 0.3247 |*
Epoch 00027 | Loss(train) 1.6212 | Acc(train) 0.3660 | Acc(val) 0.3506 |*
Epoch 00028 | Loss(train) 1.6125 | Acc(train) 0.3808 | Acc(val) 0.3801 |*
Epoch 00029 | Loss(train) 1.5942 | Acc(train) 0.4140 | Acc(val) 0.3911 |*
Epoch 00030 | Loss(train) 1.5806 | Acc(train) 0.4159 | Acc(val) 0.3911 |
Epoch 00031 | Loss(train) 1.5591 | Acc(train) 0.4492 | Acc(val) 0.3985 |*
Epoch 00032 | Loss(train) 1.5549 | Acc(train) 0.4399 | Acc(val) 0.4096 |*
Epoch 00033 | Loss(train) 1.5400 | Acc(train) 0.4529 | Acc(val) 0.4096 |
Epoch 00034 | Loss(train) 1.5227 | Acc(train) 0.4695 | Acc(val) 0.4096 |
Epoch 00035 | Loss(train) 1.5156 | Acc(train) 0.4658 | Acc(val) 0.4096 |
Epoch 00036 | Loss(train) 1.4962 | Acc(train) 0.4640 | Acc(val) 0.4096 |
Epoch 00037 | Loss(train) 1.4790 | Acc(train) 0.4584 | Acc(val) 0.4170 |*
Epoch 00038 | Loss(train) 1.4808 | Acc(train) 0.4769 | Acc(val) 0.4244 |*
Epoch 00039 | Loss(train) 1.4586 | Acc(train) 0.4806 | Acc(val) 0.4317 |*
Epoch 00040 | Loss(train) 1.4478 | Acc(train) 0.4880 | Acc(val) 0.4539 |*
Epoch 00041 | Loss(train) 1.4361 | Acc(train) 0.4935 | Acc(val) 0.4834 |*
Epoch 00042 | Loss(train) 1.4223 | Acc(train) 0.5250 | Acc(val) 0.5129 |*
Epoch 00043 | Loss(train) 1.4050 | Acc(train) 0.5176 | Acc(val) 0.5240 |*
Epoch 00044 | Loss(train) 1.3768 | Acc(train) 0.5619 | Acc(val) 0.5498 |*
Epoch 00045 | Loss(train) 1.3907 | Acc(train) 0.5508 | Acc(val) 0.5683 |*
Epoch 00046 | Loss(train) 1.3610 | Acc(train) 0.5804 | Acc(val) 0.5720 |*
Epoch 00047 | Loss(train) 1.3282 | Acc(train) 0.6100 | Acc(val) 0.5756 |*
Epoch 00048 | Loss(train) 1.3170 | Acc(train) 0.6007 | Acc(val) 0.5904 |*
Epoch 00049 | Loss(train) 1.3200 | Acc(train) 0.5860 | Acc(val) 0.5978 |*
Epoch 00050 | Loss(train) 1.3198 | Acc(train) 0.6155 | Acc(val) 0.6052 |*
Epoch 00051 | Loss(train) 1.2948 | Acc(train) 0.6155 | Acc(val) 0.6199 |*
Epoch 00052 | Loss(train) 1.2818 | Acc(train) 0.6026 | Acc(val) 0.6310 |*
Epoch 00053 | Loss(train) 1.2709 | Acc(train) 0.6155 | Acc(val) 0.6421 |*
Epoch 00054 | Loss(train) 1.2580 | Acc(train) 0.6599 | Acc(val) 0.6716 |*
Epoch 00055 | Loss(train) 1.2483 | Acc(train) 0.6359 | Acc(val) 0.6863 |*
Epoch 00056 | Loss(train) 1.2495 | Acc(train) 0.6377 | Acc(val) 0.6827 |
Epoch 00057 | Loss(train) 1.2366 | Acc(train) 0.6340 | Acc(val) 0.7048 |*
Epoch 00058 | Loss(train) 1.2016 | Acc(train) 0.6543 | Acc(val) 0.7085 |*
Epoch 00059 | Loss(train) 1.2013 | Acc(train) 0.6673 | Acc(val) 0.7085 |
Epoch 00060 | Loss(train) 1.1622 | Acc(train) 0.6913 | Acc(val) 0.7159 |*
Epoch 00061 | Loss(train) 1.1670 | Acc(train) 0.6932 | Acc(val) 0.7196 |*
Epoch 00062 | Loss(train) 1.1625 | Acc(train) 0.7079 | Acc(val) 0.7196 |
Epoch 00063 | Loss(train) 1.1454 | Acc(train) 0.6876 | Acc(val) 0.7196 |
Epoch 00064 | Loss(train) 1.1422 | Acc(train) 0.7006 | Acc(val) 0.7269 |*
Epoch 00065 | Loss(train) 1.1309 | Acc(train) 0.6821 | Acc(val) 0.7269 |
Epoch 00066 | Loss(train) 1.1021 | Acc(train) 0.7209 | Acc(val) 0.7269 |
Epoch 00067 | Loss(train) 1.0963 | Acc(train) 0.7024 | Acc(val) 0.7269 |
Epoch 00068 | Loss(train) 1.0828 | Acc(train) 0.7172 | Acc(val) 0.7380 |*
Epoch 00069 | Loss(train) 1.0772 | Acc(train) 0.7153 | Acc(val) 0.7417 |*
Epoch 00070 | Loss(train) 1.0670 | Acc(train) 0.7043 | Acc(val) 0.7454 |*
Epoch 00071 | Loss(train) 1.0505 | Acc(train) 0.7079 | Acc(val) 0.7454 |
Epoch 00072 | Loss(train) 1.0385 | Acc(train) 0.7061 | Acc(val) 0.7417 |
Epoch 00073 | Loss(train) 1.0399 | Acc(train) 0.7320 | Acc(val) 0.7417 |
Epoch 00074 | Loss(train) 1.0293 | Acc(train) 0.7116 | Acc(val) 0.7454 |
Epoch 00075 | Loss(train) 1.0098 | Acc(train) 0.7431 | Acc(val) 0.7528 |*
Epoch 00076 | Loss(train) 0.9805 | Acc(train) 0.7763 | Acc(val) 0.7601 |*
Epoch 00077 | Loss(train) 0.9892 | Acc(train) 0.7412 | Acc(val) 0.7712 |*
Epoch 00078 | Loss(train) 0.9779 | Acc(train) 0.7671 | Acc(val) 0.7712 |
Epoch 00079 | Loss(train) 0.9779 | Acc(train) 0.7320 | Acc(val) 0.7749 |*
Epoch 00080 | Loss(train) 0.9971 | Acc(train) 0.7412 | Acc(val) 0.7712 |
Epoch 00081 | Loss(train) 0.9503 | Acc(train) 0.7523 | Acc(val) 0.7786 |*
Epoch 00082 | Loss(train) 0.9291 | Acc(train) 0.7819 | Acc(val) 0.7823 |*
Epoch 00083 | Loss(train) 0.9403 | Acc(train) 0.7745 | Acc(val) 0.7823 |
Epoch 00084 | Loss(train) 0.9251 | Acc(train) 0.7874 | Acc(val) 0.7897 |*
Epoch 00085 | Loss(train) 0.9156 | Acc(train) 0.7874 | Acc(val) 0.7970 |*
Epoch 00086 | Loss(train) 0.9165 | Acc(train) 0.8022 | Acc(val) 0.8007 |*
Epoch 00087 | Loss(train) 0.9080 | Acc(train) 0.7782 | Acc(val) 0.7970 |
Epoch 00088 | Loss(train) 0.9038 | Acc(train) 0.7856 | Acc(val) 0.7970 |
Epoch 00089 | Loss(train) 0.8842 | Acc(train) 0.8022 | Acc(val) 0.8007 |
Epoch 00090 | Loss(train) 0.8837 | Acc(train) 0.8078 | Acc(val) 0.8081 |*
Epoch 00091 | Loss(train) 0.8911 | Acc(train) 0.7837 | Acc(val) 0.8155 |*
Epoch 00092 | Loss(train) 0.8865 | Acc(train) 0.7726 | Acc(val) 0.8192 |*
Epoch 00093 | Loss(train) 0.8592 | Acc(train) 0.8041 | Acc(val) 0.8192 |
Epoch 00094 | Loss(train) 0.8610 | Acc(train) 0.8041 | Acc(val) 0.8155 |
Epoch 00095 | Loss(train) 0.8398 | Acc(train) 0.8170 | Acc(val) 0.8155 |
Epoch 00096 | Loss(train) 0.8426 | Acc(train) 0.8041 | Acc(val) 0.8118 |
Epoch 00097 | Loss(train) 0.8508 | Acc(train) 0.7911 | Acc(val) 0.8192 |
Epoch 00098 | Loss(train) 0.8238 | Acc(train) 0.8004 | Acc(val) 0.8229 |*
Epoch 00099 | Loss(train) 0.8476 | Acc(train) 0.7967 | Acc(val) 0.8229 |
Epoch 00100 | Loss(train) 0.8241 | Acc(train) 0.8152 | Acc(val) 0.8229 |
Epoch 00101 | Loss(train) 0.8252 | Acc(train) 0.8115 | Acc(val) 0.8229 |
Epoch 00102 | Loss(train) 0.8263 | Acc(train) 0.8170 | Acc(val) 0.8192 |
Epoch 00103 | Loss(train) 0.7913 | Acc(train) 0.8373 | Acc(val) 0.8155 |
Epoch 00104 | Loss(train) 0.7928 | Acc(train) 0.8189 | Acc(val) 0.8229 |
Epoch 00105 | Loss(train) 0.7857 | Acc(train) 0.8170 | Acc(val) 0.8266 |*
Epoch 00106 | Loss(train) 0.7563 | Acc(train) 0.8466 | Acc(val) 0.8303 |*
Epoch 00107 | Loss(train) 0.7610 | Acc(train) 0.8725 | Acc(val) 0.8413 |*
Epoch 00108 | Loss(train) 0.7706 | Acc(train) 0.8262 | Acc(val) 0.8413 |
Epoch 00109 | Loss(train) 0.7639 | Acc(train) 0.8336 | Acc(val) 0.8339 |
Epoch 00110 | Loss(train) 0.7823 | Acc(train) 0.8299 | Acc(val) 0.8413 |
Epoch 00111 | Loss(train) 0.7497 | Acc(train) 0.8558 | Acc(val) 0.8339 |
Epoch 00112 | Loss(train) 0.7347 | Acc(train) 0.8410 | Acc(val) 0.8339 |
Epoch 00113 | Loss(train) 0.7295 | Acc(train) 0.8706 | Acc(val) 0.8413 |
Epoch 00114 | Loss(train) 0.7251 | Acc(train) 0.8558 | Acc(val) 0.8598 |*
Epoch 00115 | Loss(train) 0.7285 | Acc(train) 0.8651 | Acc(val) 0.8598 |
Epoch 00116 | Loss(train) 0.7522 | Acc(train) 0.8447 | Acc(val) 0.8561 |
Epoch 00117 | Loss(train) 0.7113 | Acc(train) 0.8521 | Acc(val) 0.8635 |*
Epoch 00118 | Loss(train) 0.7122 | Acc(train) 0.8651 | Acc(val) 0.8598 |
Epoch 00119 | Loss(train) 0.6979 | Acc(train) 0.8577 | Acc(val) 0.8561 |
Epoch 00120 | Loss(train) 0.7279 | Acc(train) 0.8281 | Acc(val) 0.8524 |
Epoch 00121 | Loss(train) 0.7103 | Acc(train) 0.8595 | Acc(val) 0.8561 |
Epoch 00122 | Loss(train) 0.7100 | Acc(train) 0.8595 | Acc(val) 0.8524 |
Epoch 00123 | Loss(train) 0.7036 | Acc(train) 0.8725 | Acc(val) 0.8561 |
Epoch 00124 | Loss(train) 0.7058 | Acc(train) 0.8595 | Acc(val) 0.8598 |
Epoch 00125 | Loss(train) 0.7093 | Acc(train) 0.8632 | Acc(val) 0.8635 |
Epoch 00126 | Loss(train) 0.6781 | Acc(train) 0.8669 | Acc(val) 0.8708 |*
Epoch 00127 | Loss(train) 0.7117 | Acc(train) 0.8614 | Acc(val) 0.8708 |
Epoch 00128 | Loss(train) 0.7108 | Acc(train) 0.8447 | Acc(val) 0.8708 |
Epoch 00129 | Loss(train) 0.6908 | Acc(train) 0.8651 | Acc(val) 0.8672 |
Epoch 00130 | Loss(train) 0.6676 | Acc(train) 0.8780 | Acc(val) 0.8672 |
Epoch 00131 | Loss(train) 0.6676 | Acc(train) 0.8503 | Acc(val) 0.8672 |
Epoch 00132 | Loss(train) 0.6683 | Acc(train) 0.8558 | Acc(val) 0.8672 |
Epoch 00133 | Loss(train) 0.6679 | Acc(train) 0.8540 | Acc(val) 0.8672 |
Epoch 00134 | Loss(train) 0.6702 | Acc(train) 0.8669 | Acc(val) 0.8708 |
Epoch 00135 | Loss(train) 0.6699 | Acc(train) 0.8558 | Acc(val) 0.8708 |
Epoch 00136 | Loss(train) 0.6511 | Acc(train) 0.8688 | Acc(val) 0.8672 |
Epoch 00137 | Loss(train) 0.6381 | Acc(train) 0.8595 | Acc(val) 0.8635 |
Epoch 00138 | Loss(train) 0.6492 | Acc(train) 0.8817 | Acc(val) 0.8635 |
Epoch 00139 | Loss(train) 0.6574 | Acc(train) 0.8799 | Acc(val) 0.8635 |
Epoch 00140 | Loss(train) 0.6542 | Acc(train) 0.8540 | Acc(val) 0.8708 |
Epoch 00141 | Loss(train) 0.6355 | Acc(train) 0.8780 | Acc(val) 0.8782 |*
Epoch 00142 | Loss(train) 0.6622 | Acc(train) 0.8558 | Acc(val) 0.8782 |
Epoch 00143 | Loss(train) 0.6290 | Acc(train) 0.8854 | Acc(val) 0.8819 |*
Epoch 00144 | Loss(train) 0.6293 | Acc(train) 0.8725 | Acc(val) 0.8819 |
Epoch 00145 | Loss(train) 0.6327 | Acc(train) 0.8854 | Acc(val) 0.8819 |
Epoch 00146 | Loss(train) 0.6142 | Acc(train) 0.8872 | Acc(val) 0.8782 |
Epoch 00147 | Loss(train) 0.6143 | Acc(train) 0.8817 | Acc(val) 0.8745 |
Epoch 00148 | Loss(train) 0.5951 | Acc(train) 0.8817 | Acc(val) 0.8708 |
Epoch 00149 | Loss(train) 0.6054 | Acc(train) 0.8762 | Acc(val) 0.8672 |
Epoch 00150 | Loss(train) 0.5976 | Acc(train) 0.8762 | Acc(val) 0.8672 |
Epoch 00151 | Loss(train) 0.6196 | Acc(train) 0.8725 | Acc(val) 0.8708 |
Epoch 00152 | Loss(train) 0.6286 | Acc(train) 0.8540 | Acc(val) 0.8819 |
Epoch 00153 | Loss(train) 0.6081 | Acc(train) 0.8854 | Acc(val) 0.8893 |*
Epoch 00154 | Loss(train) 0.5878 | Acc(train) 0.8891 | Acc(val) 0.8819 |
Epoch 00155 | Loss(train) 0.6245 | Acc(train) 0.8743 | Acc(val) 0.8782 |
Epoch 00156 | Loss(train) 0.6073 | Acc(train) 0.8725 | Acc(val) 0.8782 |
Epoch 00157 | Loss(train) 0.6103 | Acc(train) 0.8854 | Acc(val) 0.8782 |
Epoch 00158 | Loss(train) 0.5872 | Acc(train) 0.8799 | Acc(val) 0.8782 |
Epoch 00159 | Loss(train) 0.5946 | Acc(train) 0.8854 | Acc(val) 0.8819 |
Epoch 00160 | Loss(train) 0.5890 | Acc(train) 0.8872 | Acc(val) 0.8819 |
Epoch 00161 | Loss(train) 0.5981 | Acc(train) 0.8762 | Acc(val) 0.8819 |
Epoch 00162 | Loss(train) 0.5820 | Acc(train) 0.8854 | Acc(val) 0.8856 |
Epoch 00163 | Loss(train) 0.5990 | Acc(train) 0.8909 | Acc(val) 0.8893 |
Epoch 00164 | Loss(train) 0.5744 | Acc(train) 0.8835 | Acc(val) 0.8893 |
Epoch 00165 | Loss(train) 0.5711 | Acc(train) 0.8762 | Acc(val) 0.8893 |
Epoch 00166 | Loss(train) 0.5796 | Acc(train) 0.9020 | Acc(val) 0.8856 |
Epoch 00167 | Loss(train) 0.5941 | Acc(train) 0.8725 | Acc(val) 0.8819 |
Epoch 00168 | Loss(train) 0.5612 | Acc(train) 0.8965 | Acc(val) 0.8819 |
Epoch 00169 | Loss(train) 0.5777 | Acc(train) 0.8817 | Acc(val) 0.8819 |
Epoch 00170 | Loss(train) 0.5560 | Acc(train) 0.8909 | Acc(val) 0.8819 |
Epoch 00171 | Loss(train) 0.5548 | Acc(train) 0.8909 | Acc(val) 0.8856 |
Epoch 00172 | Loss(train) 0.5676 | Acc(train) 0.8965 | Acc(val) 0.8856 |
Epoch 00173 | Loss(train) 0.5958 | Acc(train) 0.8854 | Acc(val) 0.8856 |
Epoch 00174 | Loss(train) 0.5454 | Acc(train) 0.8891 | Acc(val) 0.8819 |
Epoch 00175 | Loss(train) 0.5332 | Acc(train) 0.8928 | Acc(val) 0.8856 |
Epoch 00176 | Loss(train) 0.5523 | Acc(train) 0.9020 | Acc(val) 0.8893 |
Epoch 00177 | Loss(train) 0.5246 | Acc(train) 0.8946 | Acc(val) 0.8856 |
Epoch 00178 | Loss(train) 0.5629 | Acc(train) 0.8762 | Acc(val) 0.8856 |
Epoch 00179 | Loss(train) 0.5925 | Acc(train) 0.8743 | Acc(val) 0.8856 |
Epoch 00180 | Loss(train) 0.5499 | Acc(train) 0.8965 | Acc(val) 0.8782 |
Epoch 00181 | Loss(train) 0.5673 | Acc(train) 0.8946 | Acc(val) 0.8819 |
Epoch 00182 | Loss(train) 0.5536 | Acc(train) 0.8817 | Acc(val) 0.8819 |
Epoch 00183 | Loss(train) 0.5571 | Acc(train) 0.8891 | Acc(val) 0.8856 |
Epoch 00184 | Loss(train) 0.5476 | Acc(train) 0.8854 | Acc(val) 0.8893 |
Epoch 00185 | Loss(train) 0.5292 | Acc(train) 0.9150 | Acc(val) 0.8893 |
Epoch 00186 | Loss(train) 0.5630 | Acc(train) 0.9076 | Acc(val) 0.8856 |
Epoch 00187 | Loss(train) 0.5445 | Acc(train) 0.8928 | Acc(val) 0.8819 |
Epoch 00188 | Loss(train) 0.5705 | Acc(train) 0.8835 | Acc(val) 0.8819 |
Epoch 00189 | Loss(train) 0.5345 | Acc(train) 0.8928 | Acc(val) 0.8819 |
Epoch 00190 | Loss(train) 0.5278 | Acc(train) 0.8817 | Acc(val) 0.8782 |
Epoch 00191 | Loss(train) 0.5629 | Acc(train) 0.8780 | Acc(val) 0.8819 |
Epoch 00192 | Loss(train) 0.5472 | Acc(train) 0.8946 | Acc(val) 0.8856 |
Epoch 00193 | Loss(train) 0.5175 | Acc(train) 0.9002 | Acc(val) 0.8856 |
Epoch 00194 | Loss(train) 0.5357 | Acc(train) 0.9020 | Acc(val) 0.8856 |
Epoch 00195 | Loss(train) 0.5129 | Acc(train) 0.8983 | Acc(val) 0.8856 |
Epoch 00196 | Loss(train) 0.5458 | Acc(train) 0.8965 | Acc(val) 0.8856 |
Epoch 00197 | Loss(train) 0.5184 | Acc(train) 0.8928 | Acc(val) 0.8856 |
Epoch 00198 | Loss(train) 0.5336 | Acc(train) 0.8909 | Acc(val) 0.8893 |
Epoch 00199 | Loss(train) 0.5191 | Acc(train) 0.9187 | Acc(val) 0.8856 |
Epoch 00200 | Loss(train) 0.5297 | Acc(train) 0.8946 | Acc(val) 0.8819 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'WATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.95, 'cal_hidden_dim': 8}, gnn={'type': 'gcn', 'num_layer': 2, 'hid_dim': 16, 'dropout': 0.5, 'norm': None, 'in_dim': 1433, 'out_dim': 7}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.0005, 'patience': None})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 79.57 MB
GPU Memory Reserved: 100.00 MB
Exp 8/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 1.9448 | Acc(train) 0.2274 | Acc(val) 0.2989 |*
Epoch 00002 | Loss(train) 1.9339 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00003 | Loss(train) 1.9219 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00004 | Loss(train) 1.9068 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00005 | Loss(train) 1.8901 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00006 | Loss(train) 1.8727 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00007 | Loss(train) 1.8610 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00008 | Loss(train) 1.8470 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00009 | Loss(train) 1.8288 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00010 | Loss(train) 1.8219 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00011 | Loss(train) 1.8088 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00012 | Loss(train) 1.7910 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00013 | Loss(train) 1.7843 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00014 | Loss(train) 1.7638 | Acc(train) 0.2847 | Acc(val) 0.2989 |
Epoch 00015 | Loss(train) 1.7524 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00016 | Loss(train) 1.7449 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00017 | Loss(train) 1.7426 | Acc(train) 0.2828 | Acc(val) 0.2989 |
Epoch 00018 | Loss(train) 1.7283 | Acc(train) 0.2810 | Acc(val) 0.2989 |
Epoch 00019 | Loss(train) 1.7132 | Acc(train) 0.2865 | Acc(val) 0.2989 |
